data,url
"AUDITORIUM & SEMINAR HALLS The College at present has two auditoriums. MITS campus has one fully fledged Seminar Hall and separate department seminar halls as per the requirement. Steve Jobs Hall with seating capacity 120 – Seminar Hall, CSE Visvesvaraya Hall with seating capacity 200 – Seminar Hall, CE Faraday Hall with seating capacity 120 – Seminar Hall, EEE Shannon Hall with seating capacity 120 – Seminar Hall, ECE Issac Newton hall with seating capacity 1000 – Auditorium Albert Einstein Hall with seating capacity 80 in collaboration with KSITIL Board rooms with a seating capacity of over 20 Our major recruiters",http://mgmits.ac.in/infrastructure/conference-and-seminar-halls/
"MITS CREATIVE SQUARE Creative Square is the place we assemble, to acknowledge a laurel. Students and faculty can present their creative work which brought them the appreciation, in front of the MITS crowd. Our major recruiters",http://mgmits.ac.in/infrastructure/mits-creative-square/
"MITS B-Hub Incubation is the process of nurturing early stage startups by providing them infrastructural, management and networking support. Incubation centres provide support to startup companies which include consultation, business plan assistance, growth acceleration and development of product or prototypes. Business Incubation is designed to encourage and nurture new and small businesses by supporting them through the initial phases of development. The incubation programs are often sponsored by private companies or municipal entities and public institutions, such as colleges and universities. Their goal is to help create and nurture a business eco-system by providing them with necessary support through financial and technical services. The mission of Incubation Centre is to nurture and empower the next generation entrepreneurs to serve local problems. The students, alumni and also local people can come up with their ideas which might lead to the start-up. MITS decided to set up an Incubation centre in the campus to facilitate and handhold potential and aspiring entrepreneurs in the early phase of their establishment. The MITS B-HUB will give priority to our alumni and student entrepreneurs, but we are giving equal opportunities for the public especially for the local people also. An area of 151.20 sq.m is taken for this purpose in the first floor of the Isaac Newton Hall of the institute. Four startup spaces are arranged in this area as the first phase which includes a well-furnished conference hall and a waiting area. Our major recruiters",http://mgmits.ac.in/infrastructure/mits-b-hub-incubation-centre/
"CENTRAL COMPUTING FACILITY Central Computing Facility (common resource) will provide access of network to students and staff. At present 650 PCs, are connected with local area network to the main server. High speed internet connection of 125 mbps is available. Various OS (Windows, Linux etc.) with application software as per requirement of the curriculum is available. Our major recruiters",http://mgmits.ac.in/infrastructure/common-computing-facility/
"TAGORE LIBRARY The newly built Tagore Library occupies two floors with total area of 18000 Sq. Feet. It has an extensive collection of books, scientific and technical journals and electronic reference materials for satisfying the academic and research needs of students and faculty fraternity. Library extends comfy as well as aesthetic study area to its patrons. Library operations are fully automated with software with automated gate register integrated with Smart card reader. Books are being arranged on open access shelves for easy search and retrieval purposes and classified according to Dewey decimal classification system 23rd edition. Computerized online catalogue (OPAC) as per AACR2 makes the search easier and faster. Library provides access to electronic contents of information with DSpace Digital repository. The intranet address of the library OPAC, accessible within the campus is http://10.90.77.1:9001 The library has a total collection of about 14000+ physical collections including 1500 reference titles. A rich collection of general titles consists of books on soft skill, fiction collection and competitive examinations attracts voracious readers to Library. There are subscriptions to over 60 odd technical magazines and journals which are peer reviewed, published by professional bodies and indexed in leading Indexing databases. There are over 1500 DVD collections which are supplementary to print collection.. Library provides IP based access to electronic resources Apart from conventional libraries, library also provides place for innovative academic discussions, allows group discussions, tutorials etc. via our study zones namely ORANGE and GREEN zones. The color themes are carefully chosen to augment the learning ambience. Library provides printing and photocopying of academic related information services to our community. Question papers of previous University examinations can be accessed from anywhere in the campus from Dspace. Training session on effective retrieval of E-Resources subscribed and personal assistance to browse through the content is provided to the needy. Book Bank SDI Service: Table of Contents (TOC) of journals are emailed to subscribers NPTEL e-learning facility (Both online and offline) A strong association with our academic community is sustained which enables the library to procure latest information in their subject field. Digital Library: DSpace institutional repository. Identity Card is mandatory for getting access to TAGORE LIBRARY. Leave your personal belongings at the property counter. Notebooks, laptops etc. are only allowed inside. Library is not responsible for any loss of personal belongings. Patrons should record their ENTRY/EXIT at the entry point using ID card. It has to be repeated every time you make a fresh visit to the library. Conversations and discussions disturb the total library ambience. Therefore all are requested to maintain dignified silence. Members shall not attempt to alter library seating arrangements. There should prior consent to avail study zone facility for students where mild discussions are allowed without affecting total ambience. Books are arranged on shelves according to their Dewey Decimal Class Numbers. So you need not shelve them by yourself. After reading, books may be put at the table or leave them flat on the shelf. Students can avail two books at a time issued for 14 days which should be returned /renewed once within date of return. A fine of Re.1/- per day will be collected from those who fail to return the books in time. Members will be held responsible for any mutilation (including defacement) found in library materials when returned. They must check and report any mutilation found before borrowing. Users should not underline, cut or mark any text; do not fold papers. If anyone found doing so, they will be charged the full replacement cost of the book. All materials that are overdue must be returned immediately. Borrowing, reserving and renewing of all materials will be suspended until the overdue material has been returned. Reference books, Journal/Magazines, Newspapers, Standards etc. are not allowed for borrowing. Members should not sub-lend books they are borrowed, also they should not transfer their ID Card or depute other students to avail books from library Use of PCs inside library is restricted to academic purpose Students should contact library and get NO DUES for receiving hall tickets for university examination. Photocopying inside library is provided in accordance with copyright law. Students can take 10% of total number of pages/ a chapter. Photocopying in bulk in not allowed in Library. All books and personal belongings must be shown to the staff whenever required to do so. Members are to keep their ID card safely and ensure that their card is not used by anyone else. A card holder is not permitted to authorize another person to get her/his services. Loss/Damage of ID card, Library books etc. must be reported immediately. The library shall function in the following hours on all working days and second Saturday (Except Government holidays) Monday- Friday : 8.00 am to 6.00pm All Saturdays : 8.30 am to 5.00pm Circulation : 8.15am to 5.00pm E-Learning Facility : 8.15am to 5.00pm Our major recruiters",http://mgmits.ac.in/infrastructure/mits-central-library/
CAREER GUIDANCE AND PLACEMENT UNIT Placement Officer Career Guidance and Placement Unit (CGPU) Muthoot Institute of Technology & Science Varikoli P.O Ernakulam-682308 Email: Mob: 9995883651 Our major recruiters,http://mgmits.ac.in/placement/contact/
Individual Development Plan (IDP) Thepurpose of IDP is to guide and handhold students at an early stage(second & third year) to create awareness about different careerpath and strengths required to accomplish best placements. It is anongoing event on all Wednesdays ‘zeroth’ hour (3:30 to 4:45pm) as a partof the curriculum. Two mentors from faculty are assigned to 15students. They interact with the students during the ‘zeroth’ hour inorder to mentor and help them shape their IDP and improve their skills.The to empower students for campus placements are 1.Sharpening their aptitude skills 2.Enhancing coding/programming skills 3.English language proficiency both written/oral. Our major recruiters,http://mgmits.ac.in/idp-2/
PLACEMENT STATISTICS Batch of 2021 Batch of 2020 Our major recruiters,http://mgmits.ac.in/placement/placement-statistics/
"Employability quotient The key focus of the CGPU office is to prepare students for their placements/internships and to motivate students for successful performance in exams like GATE, GRE and GMAT. At MITS students are expected to excel not in technical knowledge alone but also in leadership, interpersonal skills and other attributes. The focus is not only on soft/social skills but the entire process is now streamlined to a multifaceted and structured curriculum. The potential skill set requirements are identified earlier and starting from the second year we have a module at par with industry standards to ensure that they evolve to be future ready. Training is a continuous process and not limited to external interventions alone with having a dedicated internal team. The CGPU in association with the faculty team handling communication skills has developed a yearlong plan for assessment and in improving the language skills. Also aptitude and programming skills are given equal weightage and a structure is defined to ensure that the students attending the campus schedule in the final year will be acquainted with the process from early stages of the course.The CGPU of the college intend to scale up the activities related with training and placements with a much broader framework than just limiting its activities to the normal mode of providing recruitment opportunities alone. In the long run, unit intends to handhold the students with a holistic approach on career and life rather than just functioning as a placement support function which compliments the education objectives of respective departments. CAREER GUIDANCE AND PLACEMENT UNIT-EXECUTIVE COMMITTEE CAREER GUIDANCE AND PLACEMENT UNIT-STUDENT COMMITTEE Our major recruiters",http://mgmits.ac.in/placement/career-guidance-and-placement-unit/
"For 2021 passing out batch, 326 offers as on July 2021 and still counting… Our major recruiters",http://mgmits.ac.in/placement/placement-gallery/
"Philosophy The CGPU have a much broader framework in activities related with training and placements than just limiting it to the normal mode of providing job opportunities alone. The unit will handhold the students with a holistic perspective on career and life. CGPU will handhold the education objectives of respective departments with a clear route map. The following potential options are predefined and students will be guided with much better insights on the same. 1. Higher Studies (Universities in India & Abroad) 2. Industry/Job Placements/Internships 3. Research & Development 4. Entrepreneurship/Innovation culture 5. Competitive Examinations (GATE, CAT, UPSC, GRE, GMAT, IELTS etc.) As per the policy formulated, the CGPU will strive to provide the following three job options for the students: 1. First job in software companies (IT/ITES/Product domain/Start-ups) 2. Second job in Core Companies 3. Third is a Dream Job As per the industry scenario, three jobs are offered to every student depending on the companies that visit the campus or off-campus mode. If the first job offer is in software domain, the candidate has the option to appear for core domain and third job is defined as a dream job which is open to all the students. As per the norms, students once placed in any core company is not allowed to appear for another core company. For the dream job option, students already placed in software as well as in core companies, are allowed to appear. Phase-1 List of potential employers are prepared in consultation with industrial directories and other sources. Students register with the CGPU as per the placement policy and norms stipulated. Placement cell sends the invitation, containing the relevant information and the job notification form to the companies/organizations through email/post. Companies/organization reverts with the profile description to the CGPU of the institute. The job description is made available to the students in addition to the other information and material provided by the company/organization. Suitable dates for Pre-Placement Talk (PPT) are decided after discussions between the company and the CGPU. After confirmation from the company, students are notified for the PPT date. The company visits the campus for the scheduled PPT. Phase-II The CGPU prepares a schedule for the placement process as per the ranking on the basis of following parameters: Job profile and growth prospects, the package being offered by the company, feedback from the students/alumni regarding the company. The schedule is then confirmed with the visiting firm and the same is announced through the student committee for further coordination. Interested students sign their willingness by registering for the company. Phase-III Companies visit the campus on the given date and conduct the technical/aptitude test, group discussion/personal interview as part of their selection procedure. Video conferencing facility at the campus can be availed for the purpose of interviewing candidates in case the company is unable to visit the campus. The company is required to furnish the final list of selected students as soon as possible after the final completion of procedure. They shall send the offer letters to the CGPU office which would be handed over to the students. Jobs are registered against the selected students after approval from the respective students and the corresponding student is not allowed to take further part in the placement process unless it is dream job option. SKILL MAPPING Our major recruiters",http://mgmits.ac.in/placement/training-interventions/
"DEPARTMENT OF Electronics and Communication Department profile The Department of Electronics and Communications Engineering (ECE) was established in the year 2013 along with the Institution to facilitate the transformation of students into responsible citizens and competent Engineers with strong moral and ethical values. Currently, our department is offering undergraduate program (B.Tech) in Electronics & Communications Engineering with an intake capacity of 60. The fundamental goal of our department is to provide a holistic platform for the students that can help them to achieve academic excellence through innovative and quality education of high standards. The department tries to ensure intellectual, ethical and social development amongst the students.The department motivates both co-curricular and extracurricular activities, for the overall development of its students. The department strives to evolve into a nationally and internationally recognized organization for excellence and innovation in education, research, professional service and outreach. To extend these services, ECE department has a team of well qualified, experienced and committed staff members.The department faculty work with excellent team spirit in different technical team like Communication, Signal Processing, VLSI and Embedded System, which leads to key research publications in these areas. Our labs are equipped with modern softwares and equipments. Our advanced labs, with their state-of-the-art facilities in the respective domains, give our students a cutting edge in technical exploration and enhance their information search and analysis skills. Students are also encouraged to join various technical and non-technical forums, which in turn gives them horizontal exposure to Engineering concepts and technology. We always try to inculcate the much-needed leadership qualities along with the integral technical education such that our students can be job creators rather than job seekers. Vision To be globally recognized for excellence in electronics and communication engineering education and research through value-based resource integration. Mission M1: To nurture professionals who are capable of engineering solutions that enhances the quality of life as per the needs of the society. M2: To provide an ambience for freethinking and innovation. M3: To strive for a high-yielding collaboration with industry and institutions of repute. M4: To launch students successfully into one of a variety of careers offering lifelong learning, service, and leadership. Message from the HoD The Department of ECE has a unique blend of quality conscious staff members with a strong sense of ethical and professional responsibility. The department also has a very good advisory system, class committee and PTA which help in maintaining a good student -teacher-parent relationship. The professional and emotional hand-holding provided to each student by our strong mentoring system helps them in their journey towards academic fulfillment. Additionally, through our labs, equipped with modern software and equipments like MATLAB, XILINX,CCS, ADS, SysView and CADENCE help the students to gain hands-on experience as well. We have an IEEE student chapter and “Illuminati”, the ECE Association to nurture and culture the talent and organizational skills of the students. The Department offers various add-on trainings, placement drives and foundation programs to inculcate a culture of teamwork and leadership qualities for achieving excellence in every walk of life. Department offers various hands-on training programs to the students to cater to the needs of the industry and to bridge the gap between academia and industry. Also, the department ensures faculty enrichment by organizing seminars, Faculty Development Programmes and Workshops on a regular basis from 2013 onwards. Personality development training Soft skills training Exclusive Placement oriented training programmes Training on current trends Web-hosted Aptitude Tests and Technical Training Lab access for extended hours for Projects and Innovative works Student hosted Outreach Programs The department is committed towards imparting quality education and developing future technocrats in the stream of Electronics and Communication. It is focused towards its mission of facilitating students’ progress by providing the solid foundation in core concepts as well as inculcating essential values of professionalism and ethics. The Department is wide open to creative ideas and innovative methodologies to establish itself as one of the most hunted learning centres in the state. PEO1: Pursue higher studies in appropriate domain. PEO2: Employed across various sub-disciplines of engineering in industry & academia. PEO3: Emerge as entrepreneurs, researchers, or innovators. PEO4: Participate in professional development activities and active involvement in professional societies. PEO5: Compete in a technologically changing world and collaborate in a diverse workforce. PO1. Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization to the solution of complex engineering problems. PO2. Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences. PO3. Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for the public health and safety, and the cultural, societal, and environmental considerations. PO4. Conduct investigations of complex problems: Use research-based knowledge and research methods including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions. PO5. Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools including prediction and modeling to complex engineering activities with an understanding of the limitations. PO6. The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal and cultural issues and the consequent responsibilities relevant to the professional engineering practice. PO7. Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development. PO8. Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice. PO9. Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings. PO10. Communication: Communicate effectively on complex engineering activities with the engineering community and with society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions. PO11. Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments. PO12. Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change. PSO1.Apply the concepts of Communications, Signal processing, VLSI &Embedded systems in the design and implementation of engineering systems. PSO2.Solve real-world electronics and communication engineering problems, using latest hardware and software tools. PSO3.Exhibit professional skills in each step of an investigative, creative or practical project. Hear from our proud Alumni My four years at MITS have been an amazing journey to cherish for a lifetime. MITS has got one of the best infrastructural facilities and excellent faculty, that an engineering institution can have. My ECE department faculties always tries the best of their efforts in imparting quality technical education, making us think out of the box and preparing us for the highly competitive world. The world-class laboratories, well trained lab instructors who consistently put in their efforts to mold us are some of the best parts of ECE department. I have received a lot of opportunities to groom myself, be it getting actively involved in organizing various fests, volunteering for various committees, taking up leadership responsibilities, thanks to my inspiring mentors and colleagues who helped me to discover the talented parts of myself. Our college also has a very enhanced and efficient platform for the exposure to the training and placements, which helped in securing good placement opportunities. I am thankful for these wonderful four years, filled with amiable teachers and supportive colleagues. Overall, the experience at this prestigious institution was enriching in terms of technical skills as well as personality development. Priyasree S Project Engineer, Wipro Limited 2015-19 Batch MITS has been an important place which has motivated me always.My 4 years at MITS has been a great journey with lots of amazing memories to cherish forever.The college has always tried to bring the best to uplift the academic excellence of all the students which makes it one of the best engineering institutions.The ECE department is one of the best, with all the faculties being always there to support all their students.The labs, with all the excellent facilities and supportive instructors have always been there with the students throughout. Apart from academics , there are many other activities including social works and volunteering done under the NSS cell of the college, which helps in developing the students into a better social being.Also the IEEE and various other committees have helped me improving leadership and other professional skills .Organizing various programmes have also helped me in grooming myself.The innovation cell has inspired all of us to think out of the box and improve our technical skills. The various self development and ice breaking sessions conducted by the department have also helped in improving me as a professional and as an individual. The efficiency of the placement cell of the college has been proved every year by providing every student best placement opportunities. I will always be grateful for these four years in the institution. Overall the college and the ECE department has helped me in moulding myself into a better professional and an individual. Meera Vinayan Business Analyst, Analytics Quotient 2015-19 Batch Proud to be a MITSian and the reasons are plenty!!! Starting from a supportive management, 24*7 lab availability, merit based scholarships, a group of very knowledgeable and experienced teaching and lab staff for guidance,a team of helpful non teaching staff, a bunch of lifelong friendships, training , workshops, extra curricular activities,the extra care and attention we got being the first batch, the list goes on… Being in MITs has helped me strengthen my personal and professional skills. Holding a reputed position in the student council had helped me sharpen my leadership skills which has come into use in my later years of life . Science is ” to explore ,to understand and to discover”.And this realization I got from here. Being in MITS, has certainly been a rewarding journey for me and has helped me develop a greater insight into the world of science. Sikha Padiyar Doing MS in IC Design, NTU-TUM, Singapore 2013-17 Batch MITS, a place that motivated me a lot both in life as well as in the path of success. It is where i had the freedom to explore a lot in terms of studies, friendship etc. The college has a very good infrastructure compared to most of the other colleges and has great faculties who have dedicated there 100% in the field of teaching. My department(ECE) especially, had a bunch of well trained faculties who guided me in my path of success. Our department was one of the most active departments in the college. We had many self awareness as well as workshops and training classes which helped me a lot in self development both as a professional and as an individual. As mentioned before, the infrastructure especially the ECE labs contained one of the best lab equipment which are rare to find. We have got an opportunity to work on those labs which is considered to be an honour. Also it is one in a limited number of colleges that is providing a huge number of placements. I am really blessed to be a product of this prestige institution. Adit Jawhar Developer at Tata Consultancy Services I would like to describe the ECE Dept of MITS as a vibrant spectrum consisting of excellent faculty, well-equipped labs, experienced lab instructors and frequently reviewed syllabus, all of which tries to mold the student to meet the current industry standards as well as make him/ her stand out from the crowd. Being a part of the first batch of this prestigious institution, I was able to witness how – over 4 years, the institution established itself and the way it allowed its students to grow along with it. The ECE Dept is like a family, supporting each other and being available 24×7 especially during the times of college fests, inter-departmental fests, cultural fests, and other events. The Dept also helped the students to understand the highly competitive world of today and helped us to analyze the modern-day problems by thinking out of the box. I am thankful for the 4 amazing years MITS offered me and a special thanks to all the amazing faculty members of the ECE Dept who shaped each one of us to be leaders of tomorrow. Mirshal Azeez Completed MBA at CHRIST, Bangalore 2013-17 Batch My 4 years at MITS had probably been the best of my life. I had been actively involved in many activities and fests through those years. I had very inspiring teachers as well as respectful juniors, and lovely classmates.The years spent at MITS have been the first of many things for me. Participating and organising events, volunteering, working on different projects beyond the given syllabus, being the member of the fest committee, having a broad spectrum of friends and acquaintances are some of the highlights. The faculty has been supportive and encouraging. World class laboratory facilities(Keysight lab) and high profile faculties are one of the highlights of our ECE department. Also I really gained a lot of information and knowledge by the 24*7 Program organised by our Department. The college as well as it’s management gives great support for the entrepreneurship activities of its students. Overall, the engineering life has been very smooth for me at MITS. Viswas Eldo Embedded Software Engineer at Quest Global, Trivandrum I completed my bachelors in ECE from MITS. My 4 years of journey at MITS was really great and gave me a lot of memories which I can cherish for my whole lifetime. During my first year i felt a large gap between my school and college days. But my college helped me to over come this gap and made me independent to face the society and cooperate world. 24*7 college timing, self learning, practical labs everything helped me to attain what i am now. MITS is one of the college with best infrastructure, teaching and non teaching faculities and management. Our department helped us a lot to face the interviews by providing ice breaking sections, mock interviews, trainings etc. Currently I am working as a associate software engineer at ROBERT BOSCH . I take this opportunity to thank my college, teachers, lab staffs and my friends who helped me to complete this 4 years of journey successfully. Keerthana Associate Software Engineer at ROBERT BOSCH 2014-18 Batch MITS turned out to be a great place of learning and gave me an environment where I could develop and bring out the best in me. MITS provides the best faculties who will always guide and support all the students to excel in their practical skills and knowledge. The electronics and communication department is one of the active departments in the college, that motivates students and conducts several activities day after day. They conduct workshops and seminars for the overall development of the students. They also help the students to identify their abilities and to identify the areas in which they need to improve on. I am really thankful to the ECE Dept and the placement cell people who helped me to boost my confidence and get placed in one of the good companies. Now, I am working as a software engineer in BOSCH. I am glad and privileged to be part of such an institution. Meera Menon Software Engineer at ROBERT BOSCH 2014-18 Batch I consider myself very lucky for being a part of the first batch of MITS. It is difficult to recap the whole memories of four years in these few lines. These four years have given me friends for life and best teachers. I had an anxiety in the initial days since I was about to take a new turn in my life, but later this anxiety was turned in to a positive force with the encouragement and motivation provided by my teachers. MITS was a place where I had the best mentors to guide me always and I always felt like they really cared about me as a person. MITS, especially ECE department provided an environment which is a mixture of both discipline and the freedom to pursue what we felt is right. Practical labs with best assistants were always at the support for 24×7. Other than studies MITS helped me to grow in extracurricular activities also. Participating and organising cultural and sports events gave me a different enjoyable experience. Various training sessions, say technical and soft-skill development which were arranged, boosted my confidence to a great extent which I can experience at my workplace now. I am currently working as a software developer in IBS Software. All four years were golden days that I will cherish throughout my life. Alisiya Sara Boban Software Engineer at IBS Software My time in MITS had been a great experience. You are not stuck to the regular 8.30-4.00 schedule, but rather you choose what to do. Various facilities and labs that are available for (almost) 24*7 really made my student life productive. The teachers and staff are very friendly and resourceful too. You’ll also make friends for a lifetime. Special thanks to the Electronics Department for making my educational journey rich, fruitful and enjoyable. Bobby Abraham Validation Engineer, Texas Instruments 2013-17 Batch Gallery News & Events A 5 Day C++ Refresher Course by S8 ECE Students from 24th – 28th May 2021 A humble step to support ‘Break the Chain’ mission by MITS ECE AI for Earth Microsoft Azure Compute Grant Alpha Droid – “Robot to assist frontline COVID-19 Healthcare workers” Our major recruiters",http://mgmits.ac.in/departments/electronics-and-communication/
